id,campus,goldribbon,district,county,street,city,zip,lowgrade,highgrade,region,aea,charter,magnet,peg,enrollment,percentafam,percentamindian,percentasian,percenthispanic,percentpacisl,percenttwo,percentwhite,percentecodis,mobilitypct,totalreading,totalmath,r.notmeet.pct,rapproaches,rmeets,r.masters.pct,m.notmeet.pct,mapproaches,mmeets,m.masters.pct,sat.act.part.rate,sat,act,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,elem/middle.total.score.33.33.33,high.total.score.25.25.25.25(HS),staterank2018,staterank2017,staterank2016,staterank2015,grade2018,grade2017,grade2016,grade2015,2018 regional rank,2017 regional rank,2016 regional rank,2015 regional rank,level,e.avg(HS),a.avg(HS),g.rate.6yr(HS),g.rate.5yr(HS),g.rate.4yr(HS),g.rate.car(HS),college.rd(HS),college.rd.grade(HS)
84910125,Arlyne & Alan Weber El,No,Clear Creek ISD,GALVESTON COUNTY,11955 BLACKHAWK BLVD,HOUSTON,77089,EE,5,4,N,No,No,No,923,11.27%,0.00%,34.78%,37.81%,0.00%,3.90%,12.24%,38.46%,5.3,427,429,16.39344262,83.60%,55.73770492,32.78688525,11.42191142,88.60%,63.87%,39.39393939,NA,N/A,N/A,NA,NA,48.32620621,56.10465622,52.21543122,NA,NA,NA,NA,NA,NA,59.80358439,B,7.330136209,67.1337206,A,B,59.65786116,NA,724,945,420,1024,B+,A-,A,A-,179/892,228/878,132/856,132/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84910111,Armand Bayou El,No,Clear Creek ISD,GALVESTON COUNTY,16000 HICKORY KNOLL DR,HOUSTON,77059-5299,EE,5,4,N,No,No,No,519,11.18%,0.19%,12.14%,27.94%,0.19%,5.01%,43.35%,34.68%,17.8,240,237,17.08333333,82.50%,52.5,33.75,19.4092827,80.20%,53.16%,28.69198312,NA,N/A,N/A,NA,NA,54.7584343,45.20071793,49.97957612,NA,NA,NA,NA,1,NA,52.83227848,B,-1.588591147,51.24368733,B,D,51.30049546,NA,1511,1309,838,1675,B-,B+,A-,B,336/892,305/878,225/856,225/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170902107,Armstrong El,No,Conroe ISD,MONTGOMERY COUNTY,110 GLADSTELL ST,CONROE,77301-4237,EE,4,6,N,No,No,No,724,12.15%,0.97%,0.00%,76.52%,0.00%,1.66%,8.70%,91.16%,17.6,215,214,39.06976744,60.90%,25.11627907,8.837209302,20.56074766,78.00%,53.74%,30.8411215,NA,N/A,N/A,NA,NA,49.88301468,64.17835999,57.03068734,NA,NA,NA,NA,NA,NA,39.42729841,D,4.99854941,44.42584782,C,A,46.91431658,NA,1998,2515,2773,1682,C+,C,D+,B,427/892,526/878,594/856,594/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907041,Arnold Middle,No,Cypress-Fairbanks ISD,HARRIS COUNTY,11111 TELGE RD,CYPRESS,77429-3390,6,8,4,N,No,No,No,1356,17.70%,0.66%,9.81%,41.89%,0.07%,2.58%,27.29%,51.92%,9.5,1338,1166,19.28251121,80.70%,51.4200299,26.98056801,14.75128645,85.20%,53.95%,22.64150943,NA,N/A,N/A,NA,NA,51.44168854,56.83203125,54.1368599,NA,NA,NA,NA,174,173,52.68257069,B,11.55684625,64.23941694,A,B,56.96259623,NA,312,181,169,382,B+,A,A,A-,73/328,44/316,44/316/302,44/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
84910122,Art And Pat Goforth El,No,Clear Creek ISD,GALVESTON COUNTY,2610 WEBSTER RD,LEAGUE CITY,77573,EE,5,4,N,No,No,No,806,5.96%,0.00%,5.83%,26.92%,0.12%,5.21%,55.96%,18.98%,13.5,361,361,15.51246537,84.50%,59.5567867,34.90304709,14.95844875,85.00%,57.34%,30.19390582,NA,N/A,N/A,NA,NA,53.50081635,49.30271149,51.40176392,NA,NA,NA,NA,NA,NA,58.44875346,B,-5.65588751,52.79286595,B,C,54.16024665,NA,1201,1714,919,1257,B,B-,A-,B+,282/892,371/878,245/856,245/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101911113,Ashbel Smith El,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522-0030,EE,5,4,N,No,No,No,743,5.52%,0.13%,0.13%,85.20%,0.13%,1.21%,7.67%,82.64%,18.9,324,323,37.96296296,61.10%,28.7037037,15.12345679,27.55417957,71.80%,37.77%,18.26625387,NA,N/A,N/A,NA,NA,49.71619797,51.25516891,50.48568344,NA,NA,NA,NA,NA,NA,33.23730077,D,-2.292524023,30.94477675,D,C,38.1843644,NA,3145,2402,3210,3986,D+,C,D,F,654/892,508/878,676/856,676/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912273,Ashford El,No,Houston ISD,HARRIS COUNTY,1815 SHANNON VLY DR,HOUSTON,77077-4998,EE,5,4,N,No,No,No,660,40.15%,0.30%,5.00%,37.88%,0.00%,3.79%,12.88%,65.15%,30.4,183,183,43.71584699,56.30%,25.68306011,16.39344262,45.90163934,54.10%,20.77%,10.38251366,NA,N/A,N/A,NA,NA,45.80888367,37.29352951,41.55120659,NA,NA,NA,NA,NA,NA,23.22404372,F,-17.08441817,6.139625548,F,F,23.61465366,NA,4355,N/A,N/A,N/A,F,N/A,N/A,N/A,865/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912274,Askew El,No,Houston ISD,HARRIS COUNTY,11200 WOOD LODGE DR,HOUSTON,77077-4237,EE,5,4,N,No,Yes,No,927,35.06%,0.43%,11.11%,36.68%,0.43%,2.70%,13.59%,68.28%,24,394,391,37.30964467,61.40%,38.5786802,25.12690355,30.43478261,68.30%,42.97%,26.342711,NA,N/A,N/A,NA,NA,52.98484421,51.66911697,52.32698059,NA,NA,NA,NA,NA,NA,40.77271606,C,1.704515041,42.4772311,C,B,45.14711694,NA,2212,744,465,644,C,A-,A,A,465/892,187/878,145/856,145/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101913008,Atascocita H S,No,Humble ISD,HARRIS COUNTY,13300 WILL CLAYTON PKWY,HUMBLE,77346,9,12,4,N,No,No,No,3515,22.05%,0.57%,2.65%,32.43%,0.28%,2.05%,39.97%,26.46%,13,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,62.9,1459 (avg.: 1375),21.4 (avg.: 20.3),23.9,59.2,50.62522507,51.96121597,51.29322052,1019,570,964,544,641,267,48.91558749,B,-9.132269613,39.78331787,C,C,NA,53.47012532,612,421,488,475,C+,B+,B-,B-,97/191,81/187,78/171,78/171/162,High school,56.17750883,41.65366615,0.862458472,0.845706908,0.831184776,0.862458472,73.8883754,B
101913044,Atascocita Middle,No,Humble ISD,HARRIS COUNTY,18810 W LAKE HOUSTON PKY,HUMBLE,77346-3186,6,8,4,N,No,No,No,1233,19.55%,0.24%,3.00%,30.01%,0.41%,2.27%,44.53%,26.68%,8.1,1208,1065,22.10264901,77.90%,45.44701987,21.10927152,21.59624413,78.40%,42.82%,12.30046948,NA,N/A,N/A,NA,NA,48.56830215,50.06642151,49.31736183,NA,NA,NA,NA,144,122,44.13196064,C,-10.86459253,33.26736811,D,D,42.19665796,NA,961,1009,535,971,C+,C+,B,C,178/328,171/316,171/316/302,171/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101913126,Atascocita Springs El,No,Humble ISD,HARRIS COUNTY,13515 VALLEY LODGE PKWY,HUMBLE,77346,EE,5,4,N,No,No,No,1183,16.40%,0.08%,3.55%,31.02%,0.68%,1.94%,46.32%,17.58%,8.1,584,583,14.21232877,85.80%,58.21917808,39.7260274,10.46312178,89.50%,65.52%,42.02401372,NA,N/A,N/A,NA,NA,52.14962006,56.38933182,54.26947594,NA,NA,NA,NA,NA,NA,61.87116709,B,-3.229847745,58.64131934,B,B,58.20239347,NA,850,473,539,397,B,A,A,A,208/892,128/878,158/856,158/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912106,Atherton El,No,Houston ISD,HARRIS COUNTY,2011 SOLO ST,HOUSTON,77020-4223,EE,5,4,N,No,No,Yes,581,78.66%,0.00%,0.17%,20.48%,0.17%,0.34%,0.17%,96.90%,19.5,251,251,30.67729084,69.30%,43.42629482,22.70916335,30.27888446,69.70%,40.24%,13.54581673,NA,N/A,N/A,NA,NA,47.08860397,47.60351944,47.34606171,NA,NA,NA,NA,NA,NA,41.83266932,C,7.816628112,49.64929743,C,F,46.22973348,NA,2087,3824,2938,4408,C,F,D+,F,443/892,763/878,618/856,618/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101917124,Atkinson El,No,Pasadena ISD,HARRIS COUNTY,9602 KINGSPOINT RD,HOUSTON,77075-5144,KG,4,4,N,No,No,No,540,6.48%,0.19%,10.93%,73.15%,0.00%,0.93%,8.33%,72.96%,8.2,232,232,22.84482759,75.00%,45.68965517,28.01724138,17.67241379,80.20%,50.43%,27.15517241,NA,N/A,N/A,NA,NA,50.00154114,51.34934235,50.67544175,NA,NA,NA,NA,NA,NA,48.06034483,C,10.4475561,58.50790093,B,C,52.36214794,NA,1395,808,942,783,B-,A-,A-,A-,318/892,199/878,249/856,249/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912041,Attucks Middle,No,Houston ISD,HARRIS COUNTY,4330 BELLFORT BLVD,HOUSTON,77051-1802,6,8,4,N,No,No,Yes,488,73.57%,0.41%,0.41%,23.77%,0.00%,1.23%,0.61%,82.38%,35.2,490,467,57.14285714,42.90%,14.08163265,4.489795918,68.52248394,31.50%,8.14%,1.284796574,NA,N/A,N/A,NA,NA,45.01199341,36.89435196,40.95317269,NA,NA,NA,NA,23,7,11.10933881,F,-18.85922965,-7.749890838,F,F,14.75610268,NA,2037,1903,1411,1654,F,F,D-,F,326/328,304/316,304/316/302,304/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907133,Ault El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,21010 MAPLE VILLAGE DR,CYPRESS,77429-5722,EE,5,4,N,No,No,No,1029,11.86%,0.19%,8.07%,25.27%,0.29%,3.50%,50.83%,26.53%,8.6,493,493,14.60446247,85.40%,54.56389452,29.81744422,11.96754564,87.80%,61.46%,36.71399594,NA,N/A,N/A,NA,NA,48.23944855,57.07449341,52.65697098,NA,NA,NA,NA,NA,NA,58.01217039,B,-1.06566776,56.94650263,B,B,55.81600945,NA,1052,603,895,583,B,A,A-,A,253/892,155/878,242/856,242/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
170902102,Austin El,No,Conroe ISD,MONTGOMERY COUNTY,14796 HWY 105 E,CONROE,77306-5329,EE,4,6,N,No,No,Yes,928,0.32%,0.97%,0.00%,54.96%,0.11%,0.54%,43.10%,76.19%,14.9,350,355,41.42857143,58.60%,28.28571429,16.85714286,29.57746479,70.40%,32.96%,14.08450704,NA,N/A,N/A,NA,NA,50.95238495,49.79598618,50.37418557,NA,NA,NA,NA,NA,NA,30.62173038,D,-6.198746421,24.42298396,F,C,35.10449367,NA,3526,2988,3405,4005,D,D+,D-,F,725/892,624/878,717/856,717/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
146902101,Austin El,No,Dayton ISD,LIBERTY COUNTY,P O BOX 248,DAYTON,77535-0248,KG,5,4,N,No,No,No,857,7.58%,1.63%,0.70%,45.51%,0.00%,1.87%,42.71%,68.03%,16.2,435,435,42.98850575,57.00%,26.89655172,15.86206897,30.57471264,69.40%,32.64%,16.7816092,NA,N/A,N/A,NA,NA,43.55552673,47.59934235,45.57743454,NA,NA,NA,NA,NA,NA,29.77011494,F,-9.392622523,20.37749242,F,F,31.87643895,NA,3837,N/A,N/A,N/A,D-,N/A,N/A,N/A,776/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912001,Austin H S,No,Houston ISD,HARRIS COUNTY,1700 DUMBLE,HOUSTON,77023-3139,9,12,4,N,No,Yes,Yes,1922,6.04%,0.21%,0.16%,92.04%,0.00%,0.36%,1.20%,92.09%,19.5,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1088 (avg.: 1375),15.2 (avg.: 20.3),27.4,13,44.81386948,51.1878624,48.00086594,730,126,600,136,519,158,25.07120402,D,-14.50450945,10.56669457,F,D,NA,34.60395649,1274,896,848,963,F,D+,D,D-,169/191,125/187,123/171,123/171/162,High school,19.69924812,30.44315992,0.656964657,0.646403242,0.662337662,0.662337662,54.77706145,F
84902041,Austin Middle,No,Galveston ISD,GALVESTON COUNTY,1514 N 1/2,GALVESTON,77550-8198,5,8,4,N,No,No,No,536,7.46%,0.93%,7.09%,39.18%,0.37%,2.24%,42.72%,47.76%,6.3,503,454,4.572564612,95.40%,74.95029821,47.51491054,1.762114537,98.20%,75.77%,32.81938326,NA,N/A,N/A,NA,NA,52.55566788,50.41124344,51.48345566,NA,NA,NA,NA,48,47,75.36061166,A,32.46921914,107.8298308,A,C,78.14640807,NA,30,142,231,77,A+,A+,A,A+,10/328,37/316,37/316/302,37/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
79907126,Austin Parkway El,No,Fort Bend ISD,FORT BEND COUNTY,4400 AUSTIN PKWY,SUGAR LAND,77479-2141,KG,5,4,N,No,No,No,749,15.62%,0.13%,38.18%,17.09%,0.27%,5.87%,22.83%,14.82%,5.4,394,394,13.70558376,86.00%,62.94416244,42.63959391,9.898477157,89.80%,70.05%,47.46192893,NA,N/A,N/A,NA,NA,54.19351196,54.46814346,54.33082771,NA,NA,NA,NA,NA,NA,66.49746193,A,-0.625833635,65.87162829,A,B,62.17107267,NA,558,230,181,192,B+,A+,A+,A+,146/892,73/878,61/856,61/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79901002,B F Terry H S,No,Lamar CISD,FORT BEND COUNTY,5500 AVE N,ROSENBERG,77471-5694,9,12,4,N,No,No,No,1969,12.65%,0.10%,0.71%,73.79%,0.05%,1.12%,11.58%,62.21%,16.5,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,41.4,1278 (avg.: 1375),18.2 (avg.: 20.3),18.1,18.8,52.03253174,48.448349,50.24044037,702,241,556,217,621,228,36.56098554,C,-3.881479755,32.67950578,D,C,NA,44.8892807,955,1311,989,1138,D+,F,F,F,129/191,173/187,142/171,142/171/162,High school,36.40699523,36.71497585,0.821818182,0.800464037,0.740820734,0.821818182,60.07619112,F
101905042,B H Hamblen El,Yes,Channelview ISD,HARRIS COUNTY,1019 DELL DALE ST,CHANNELVIEW,77530,KG,5,4,N,No,No,No,780,26.54%,0.51%,0.26%,67.95%,0.13%,0.38%,4.23%,77.05%,15,427,427,28.1030445,71.90%,44.02810304,25.05854801,17.33021077,82.70%,57.61%,31.8501171,NA,N/A,N/A,NA,NA,50.49836731,56.27731323,53.38784027,NA,NA,NA,NA,NA,NA,50.81967213,B,14.19493061,65.01460275,A,B,56.35096434,NA,998,1246,1257,550,B,B+,B+,A,240/892,291/878,296/856,296/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101917101,Bailey El,Yes,Pasadena ISD,HARRIS COUNTY,2707 LAFFERTY RD,PASADENA,77502-5108,PK,5,4,N,No,No,No,712,4.63%,0.14%,0.28%,90.17%,0.00%,0.00%,4.78%,87.22%,18,252,253,26.19047619,73.80%,44.04761905,25,19.76284585,80.20%,48.62%,22.92490119,NA,N/A,N/A,NA,NA,52.31243134,53.52542114,52.91892624,NA,NA,NA,NA,NA,NA,46.33210992,C,11.46665277,57.79876269,B,B,52.29758302,NA,1401,1564,2235,1350,B-,B,C,B+,321/892,346/878,485/856,485/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101853106,Baker-Ripley Charter School,No,Promise Community School,HARRIS COUNTY,4500 BISSONNET STE 200,BELLAIRE,77401-3113,KG,5,4,N,Yes,No,No,303,13.20%,0.99%,14.85%,61.39%,0.00%,0.66%,8.91%,97.69%,15,170,170,56.47058824,43.50%,23.52941176,13.52941176,37.05882353,62.90%,32.35%,14.11764706,NA,N/A,N/A,NA,NA,44.69318008,41.05200958,42.87259483,NA,NA,NA,NA,NA,NA,27.94117647,F,-6.037989612,21.90318686,F,F,30.87474707,NA,3938,1584,3057,2197,D-,B,D,C+,792/892,351/878,644/856,644/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84902001,Ball H S,No,Galveston ISD,GALVESTON COUNTY,P O BOX 660,GALVESTON,77553-6999,9,12,4,N,No,No,No,1993,20.67%,0.80%,1.76%,46.76%,0.10%,1.96%,27.95%,59.71%,14.1,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,51.4,1345 (avg.: 1375),20 (avg.: 20.3),19.5,39.1,48.30150986,44.11489487,46.20820237,670,228,612,240,458,127,32.11735893,D,-8.999789277,23.11756965,F,F,NA,41.01068467,1081,1106,958,1101,D,D-,D-,F,144/191,144/187,139/171,139/171/162,High school,36.50546022,27.72925764,0.746203905,0.770562771,0.777666999,0.777666999,62.59960772,F
101919102,Bammel El,No,Spring ISD,HARRIS COUNTY,17309 RED OAK DR,HOUSTON,77090-1243,EE,5,4,N,No,No,Yes,879,64.62%,6.03%,1.14%,20.59%,0.11%,2.05%,5.46%,67.12%,33.8,391,392,54.47570332,45.50%,21.99488491,9.207161125,49.23469388,49.70%,19.64%,7.397959184,NA,N/A,N/A,NA,NA,46.12311935,49.1250267,47.62407303,NA,NA,NA,NA,NA,NA,20.81887103,F,-18.68905343,2.129817597,F,F,23.50072963,NA,4359,4307,3924,4379,F,F,F,F,868/892,853/878,805/856,805/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101919046,Bammel Middle,No,Spring ISD,HARRIS COUNTY,16711 ELLA BLVD,HOUSTON,77090-4213,6,8,4,N,No,No,Yes,1303,53.34%,1.07%,0.92%,40.75%,0.15%,0.69%,3.07%,78.20%,26.3,1254,1252,44.57735247,55.40%,19.61722488,6.618819777,49.76038339,50.20%,16.45%,4.153354633,NA,N/A,N/A,NA,NA,47.02099991,39.19316483,43.10708237,20,18,NA,NA,19,18,18.0354495,F,-12.90028963,5.135159867,F,F,22.07047135,NA,1958,1851,1417,1769,F,F,D-,F,311/328,295/316,295/316/302,295/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907101,Bane El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,5805 KAISER ST,HOUSTON,77040-5459,PK,5,4,N,No,No,No,900,10.56%,3.33%,0.22%,81.33%,0.00%,1.11%,3.44%,75.78%,23.8,397,399,43.07304786,54.70%,28.46347607,15.11335013,35.58897243,62.20%,25.06%,10.52631579,NA,N/A,N/A,NA,NA,42.0663414,46.78020096,44.42327118,NA,NA,NA,NA,NA,NA,26.76306636,F,-10.15149801,16.61156835,F,F,29.23670266,NA,4071,3573,3797,3099,F,D-,F,D+,814/892,718/878,784/856,784/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101907125,Bang El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,8900 RIO GRANDE,HOUSTON,77064-7137,EE,5,4,N,No,No,No,945,20.32%,0.95%,7.62%,45.50%,0.11%,3.49%,22.01%,62.01%,16.5,436,436,25.2293578,74.10%,50.2293578,31.19266055,25.91743119,73.40%,38.07%,20.64220183,NA,N/A,N/A,NA,NA,52.08556747,45.74222183,48.91389465,NA,NA,NA,NA,NA,NA,44.15137615,C,2.489607036,46.64098318,C,D,46.52218258,NA,2049,1597,1403,749,C+,B,B,A-,434/892,353/878,325/856,325/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101911125,Banuelos El,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522,EE,5,4,N,No,No,No,884,21.04%,0.57%,2.83%,54.98%,0.11%,2.71%,17.76%,57.13%,15.1,365,365,31.50684932,68.50%,43.01369863,21.36986301,21.36986301,78.60%,44.66%,28.21917808,NA,N/A,N/A,NA,NA,48.61486435,54.40774155,51.51130295,NA,NA,NA,NA,NA,NA,43.83561644,C,0.105845984,43.94146242,C,C,46.38303114,NA,2070,2135,1766,N/A,C,C+,B-,N/A,441/892,450/878,393/856,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20908113,Barbara Cockrell El,No,Pearland ISD,BRAZORIA COUNTY,3500 MCHARD RD,PEARLAND,77581,EE,4,4,N,No,No,No,803,11.33%,0.37%,10.21%,42.59%,0.00%,3.49%,32.00%,31.26%,8.9,300,300,18,80.30%,58,36.66666667,12.33333333,86.00%,69.00%,48.33333333,NA,N/A,N/A,NA,NA,49.04977798,53.96295166,51.50636482,NA,NA,NA,NA,NA,NA,63.5,B,7.2110865,70.7110865,A,C,61.84391129,NA,577,836,237,976,B+,A-,A+,A-,151/892,204/878,78/856,78/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907141,Barbara Jordan El,No,Fort Bend ISD,FORT BEND COUNTY,17800 W OAKS VILLAGE DR,RICHMOND,77469-9245,KG,5,4,N,No,No,No,903,41.31%,0.33%,23.70%,25.25%,0.11%,4.21%,5.09%,47.18%,12.1,444,442,22.97297297,77.00%,49.0990991,30.18018018,16.28959276,83.70%,54.07%,31.22171946,NA,N/A,N/A,NA,NA,50.90034866,49.76464462,50.33249664,NA,NA,NA,NA,NA,NA,51.58574864,B,3.331032705,54.91678135,B,C,52.22606387,NA,1408,1274,1598,962,B-,B+,B,A-,323/892,298/878,359/856,359/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
36902104,Barbers Hill El North,No,Barbers Hill ISD,CHAMBERS COUNTY,P O BOX 1108,MONT BELVIEU,77580-1108,2,5,4,N,No,No,No,768,4.56%,0.52%,1.30%,20.57%,0.00%,2.21%,70.83%,21.61%,14.1,559,561,14.13237925,85.90%,57.96064401,36.49373882,7.843137255,92.20%,70.23%,43.31550802,NA,N/A,N/A,NA,NA,52.20055008,56.37258148,54.28656578,NA,NA,NA,NA,NA,NA,64.09618653,B,1.81252887,65.9087154,A,B,61.36905875,NA,612,853,880,N/A,B+,A-,A-,N/A,159/892,209/878,238/856,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
36902105,Barbers Hill El South,No,Barbers Hill ISD,CHAMBERS COUNTY,P O BOX 1108,MONT BELVIEU,77580-1108,2,5,4,N,No,No,No,842,1.43%,0.48%,0.36%,25.65%,0.00%,1.90%,70.19%,16.27%,7.7,637,638,14.59968603,85.20%,61.06750392,33.59497645,7.053291536,92.80%,74.14%,47.02194357,NA,N/A,N/A,NA,NA,49.26714325,54.97170258,52.11942292,NA,NA,NA,NA,NA,NA,67.60271748,A,1.550926592,69.15364407,A,B,62.89563623,NA,527,329,641,N/A,B+,A+,A,N/A,139/892,99/878,177/856,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
36902001,Barbers Hill H S,No,Barbers Hill ISD,CHAMBERS COUNTY,P O BOX 1108,MONT BELVIEU,77580-1108,9,12,4,N,No,No,No,1515,3.23%,0.46%,0.99%,21.25%,0.00%,1.98%,72.08%,11.35%,9,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,58.1,1496 (avg.: 1375),22.5 (avg.: 20.3),27.7,69.6,57.3713913,51.11779022,54.24459076,379,275,373,289,313,232,74.56070288,A,4.927844901,79.48854778,A,B,NA,71.72220881,142,121,68,110,A-,A,A+,A,38/191,36/187,23/171,23/171/162,High school,75,74.12140575,0.910162003,0.891666667,0.88449848,0.910162003,78.59499381,B
36902042,Barbers Hill Middle North,No,Barbers Hill ISD,CHAMBERS COUNTY,P O BOX 1108,MONT BELVIEU,77580-1108,6,8,4,N,No,No,No,543,6.45%,0.18%,2.95%,19.52%,0.00%,2.03%,68.88%,19.34%,12.5,550,513,15.45454545,84.50%,54.36363636,29.63636364,14.61988304,85.40%,55.95%,20.85769981,NA,N/A,N/A,NA,NA,51.46872711,48.67046356,50.06959534,NA,NA,NA,NA,37,37,55.15452773,B,-5.481577381,49.67295035,B,C,51.58072545,NA,504,559,720,N/A,B,B+,B-,N/A,109/328,110/316,110/316/302,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
36902043,Barbers Hill Middle South,No,Barbers Hill ISD,CHAMBERS COUNTY,P O BOX 1108,MONT BELVIEU,77580-1108,6,8,4,N,No,No,No,696,2.16%,0.57%,0.72%,25.14%,0.00%,1.44%,69.97%,15.66%,7.8,709,660,13.39915374,86.60%,57.82792666,29.90126939,7.272727273,92.70%,68.33%,26.96969697,NA,N/A,N/A,NA,NA,52.6246376,51.87342834,52.24903297,NA,NA,NA,NA,49,49,63.08063,A,-0.641424447,62.43920555,A,B,59.19703322,NA,254,392,220,N/A,B+,A-,A,N/A,64/328,91/316,91/316/302,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101906103,Barrett El,No,Crosby ISD,HARRIS COUNTY,P O BOX 2009,CROSBY,77532-8009,1,5,4,N,No,No,No,540,4.81%,0.19%,0.37%,62.59%,0.00%,1.30%,30.74%,61.11%,15.8,271,270,31.73431734,68.30%,39.85239852,17.34317343,18.51851852,81.50%,46.67%,17.40740741,NA,N/A,N/A,NA,NA,50.99634552,51.95749664,51.47692108,NA,NA,NA,NA,NA,NA,43.2595326,C,1.207434378,44.46696697,C,C,46.35473908,NA,2075,N/A,N/A,N/A,C,N/A,N/A,N/A,442/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912107,Barrick El,No,Houston ISD,HARRIS COUNTY,12001 WINFREY LN,HOUSTON,77076-1239,EE,5,4,N,No,No,No,702,0.43%,0.00%,0.00%,97.01%,0.00%,0.00%,2.56%,94.87%,10.5,314,314,46.81528662,51.00%,23.56687898,10.50955414,25.79617834,72.00%,38.22%,18.15286624,NA,N/A,N/A,NA,NA,47.27812958,47.30020523,47.28916741,NA,NA,NA,NA,NA,NA,30.89171975,D,-3.243312548,27.6484072,F,F,35.24115502,NA,3513,2488,2081,3013,D,C,C+,D+,722/892,519/878,453/856,453/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907127,Barrington Place El,No,Fort Bend ISD,FORT BEND COUNTY,2100 SQUIRE DOBBINS DR,SUGAR LAND,77478-1874,EE,5,4,N,No,No,No,682,9.68%,0.44%,53.08%,17.60%,0.44%,3.67%,15.10%,33.87%,6.7,335,335,19.70149254,80.30%,59.10447761,39.10447761,11.04477612,89.00%,68.36%,48.95522388,NA,N/A,N/A,NA,NA,51.6348877,53.18357086,52.40922928,NA,NA,NA,NA,NA,NA,63.73134328,B,8.877915498,72.60925878,A,B,62.85369384,NA,531,450,832,1061,B+,A,A-,A-,140/892,123/878,223/856,223/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20907107,Barrow El,No,Columbia-Brazoria ISD,BRAZORIA COUNTY,P O BOX 158,WEST COLUMBIA,77486-0158,EE,6,4,N,No,No,Yes,637,10.99%,0.16%,0.16%,31.87%,0.00%,3.92%,52.90%,63.58%,17.5,340,340,42.64705882,57.40%,30,14.70588235,41.76470588,58.20%,26.47%,8.529411765,NA,N/A,N/A,NA,NA,46.04249573,38.77920151,42.41084862,NA,NA,NA,NA,NA,NA,28.23529412,F,-12.74460881,15.49068531,F,F,28.68356374,NA,4111,3595,3108,3425,F,D-,D,D,822/892,723/878,653/856,653/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
